restaurant,period,forecast_origin,target_date,q025,q05,q20,q25,q35,median,q65,q75,q80,q95,q975,predictive_sd,lead_days,actual_sales,actual_available,run_id
all,historical_model_estimate,2025-02-28,2024-12-03,44817.24091607637,45198.56607108385,46060.101144555774,46264.006380390085,46623.86403629499,47040.197313536235,47496.56303762136,47855.71959484345,48027.04769157794,48876.40993898919,49183.88994894407,1130.8925409066362,-87,47245.13320427603,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-03,7583.706708104658,7756.37984197914,8320.999866592614,8436.314822711665,8641.050370339824,8922.841138385831,9174.800991915352,9355.327478119836,9471.559732710075,9905.850297827987,10098.948482833152,660.0454874742952,-87,9343.364165504465,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-03,14017.947103439335,14177.482465913637,14569.425672457153,14664.993261836127,14816.351951750878,15041.568372992431,15245.937997440833,15416.837343209058,15509.356530328496,15927.039732437137,16130.207573071599,546.1156174559517,-87,14741.217492273365,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-03,11347.546676339181,11519.97037861271,11934.593002506414,12044.549049439978,12186.499891322408,12399.733855366021,12608.814925606852,12759.101365329747,12825.667530853507,13262.222509974314,13436.77695704128,529.5527952917354,-87,12325.575657558038,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-03,9618.352726161986,9855.095052347746,10281.892534594675,10377.381510195986,10519.571324445735,10719.944567792954,10903.108122142896,11064.417557523408,11151.865836272833,11596.191053113394,11744.570421243841,531.1495098052833,-87,10834.975888940164,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-04,46520.06858468909,46927.22571070046,47810.06578133693,47998.59957926593,48273.580432623174,48753.84189517128,49209.70545848306,49492.30374021124,49732.78461810686,50543.73114633609,50905.662939878544,1128.0111381376637,-86,48608.442923630966,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-04,8207.462875350051,8450.125560617937,8996.264666796667,9105.754658200767,9295.956047050659,9523.492223710764,9776.283658748247,9945.163236734199,10039.145307901394,10511.828858463987,10738.384799086854,622.775593955032,-86,9468.015935925769,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-04,13927.227557763648,14073.641648925093,14444.128751147637,14567.45565705634,14728.497243200833,14922.77672744663,15140.816085462471,15280.31839312825,15361.363123974088,15720.365374052322,15897.153963505314,517.8761021413588,-86,15170.982532554912,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-04,11415.8978582236,11562.192723918857,11914.989748140919,12011.174005268545,12152.985482996422,12356.365918043397,12562.045473188626,12738.361260204014,12834.069647409204,13308.826755864477,13468.837612858817,537.1751848756758,-86,11930.50514891789,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-04,10790.23081906256,11033.056773058033,11466.301310981953,11564.54807369076,11713.664258907096,11915.844885509141,12141.527172630773,12289.621279722855,12378.520344608189,12857.848367338038,12989.835139352588,558.841667510227,-86,12038.939306232396,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-05,47441.81379839423,47802.12791756001,48740.81432519061,48883.01445374696,49217.329244971654,49638.77039749781,50096.316151848485,50391.122652765254,50605.48600287521,51547.74709225995,51911.66462789968,1122.4072154224648,-85,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-05,9152.716768877635,9313.044346575076,9924.124344332731,10019.625219740275,10254.405377431713,10539.01433679678,10766.096082881186,10940.724705205004,11031.0894858433,11540.678695293493,11795.605667338421,665.6076968907519,-85,,False,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-05,13103.96546855563,13233.963532082003,13620.848849061838,13714.776949780502,13848.807084437853,14033.543682970525,14233.217821572503,14382.237806168134,14479.324351260688,14889.177709043626,15076.285319898006,507.5762008850019,-85,13898.86436750125,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-05,11786.598917060244,11934.32592918448,12267.7875511433,12356.668059084994,12531.859101597642,12721.612745012946,12923.96904914903,13092.92779097466,13172.442673634601,13585.667702987772,13738.170987543246,519.8460515943084,-85,13378.445566123242,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-05,11318.261578593723,11514.746597062673,11945.346294630319,12024.723573834572,12163.091999522238,12380.794044820645,12597.030849445267,12732.159301616544,12809.27263295786,13270.821706577364,13405.65840136644,535.9656174308806,-85,13005.417206432136,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-06,47497.511583355845,47971.857325032455,48734.59947930932,48960.09605654338,49265.34939710203,49698.65413794694,50158.580406314664,50486.90140165998,50713.82896773648,51551.901768060336,51917.564739363705,1109.755382585655,-84,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-06,9549.854308689748,9741.073212510508,10215.545149366471,10318.329536823856,10508.585658162949,10720.211641564652,10991.500826178568,11220.985290215407,11338.695016963346,11833.300579479464,12047.396958345395,647.7710569912688,-84,,False,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-06,12220.632286137781,12377.436122229401,12789.241316173753,12864.042708993686,13024.987292166472,13202.775912562247,13373.58792611456,13504.729839782665,13588.390983030102,14043.042383385517,14228.299741731787,505.0482919343725,-84,13188.612065914367,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-06,12455.207239331778,12633.09424124809,13017.145403511373,13105.785112657515,13264.748987551395,13471.720559065532,13671.013763138943,13799.218439563236,13885.648137253891,14251.190343705346,14376.64785633854,507.8196774697524,-84,14288.637330280782,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-06,11270.746003388811,11441.645965999161,11834.20541776234,11936.288019389493,12103.698484467419,12308.76669465212,12519.174449517717,12673.926633461624,12762.459393566976,13168.442422215056,13279.61399196581,532.8218191480196,-84,12202.959499054148,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-07,47065.771023981135,47448.70641110285,48439.16397846494,48617.45549057254,48889.643329360624,49273.18321924552,49666.794888843906,49959.90739781839,50088.129870330944,51077.65221898092,51473.80413706179,1080.310783855134,-83,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-07,9326.338438838064,9545.639793340208,10046.774679254624,10165.460043832558,10327.635472486758,10580.002578345164,10804.98475141758,10985.302527163414,11091.041266228334,11612.246657138034,11804.557830816078,640.3052065063011,-83,9822.16604448825,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-07,12133.146909202886,12317.348960453513,12792.188845806933,12878.32836939404,13034.963084285697,13244.498346016186,13452.808315933939,13586.40480350276,13642.256224183233,14044.778580339285,14159.551994154024,524.3171696782374,-83,,False,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-07,13070.045329783876,13271.067635891051,13703.956081257562,13786.907419647054,13925.486769102248,14166.284830523644,14379.926361280483,14532.721636460996,14605.830623553702,14978.105800656685,15148.53203231065,536.7566107440334,-83,13872.507585164743,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-07,10309.473049347236,10463.94199036545,10856.03639768432,10945.890467889523,11122.607477027886,11327.692509277993,11519.458888182608,11702.741233244386,11783.205790026155,12229.640807789316,12421.572603484132,542.639650551277,-83,11523.271395041302,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-08,45576.73143668325,45861.55585868095,46793.224386302565,47002.79671326627,47305.895125364186,47759.930652032155,48175.509965691825,48503.2520298359,48725.20856475117,49510.66229541156,49852.756176275216,1121.1887233153334,-82,47315.482076885775,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-08,8422.532467161931,8626.789768811552,9087.702268836567,9219.559197358663,9393.922199007606,9631.610152178735,9881.280491366819,10051.714425924589,10163.883128727424,10620.949710676592,10818.34133021252,626.5904407217196,-82,9295.654604328098,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-08,12519.025320545037,12659.023055898708,13107.953804347255,13184.648273254355,13339.45424931802,13567.114102147883,13767.190091118313,13928.870417617954,14015.37983758899,14411.210953806003,14567.4541885733,533.5785695574504,-82,14096.756624395684,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-08,12999.01011592393,13174.302075919508,13573.724281862013,13672.714624054272,13834.804046057163,14029.049888530375,14238.424185298318,14402.654970698419,14487.753156159895,14891.654458214476,15076.16276867866,525.8294630553287,-82,13864.715197943198,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-08,9420.457166069782,9665.841525997794,10070.198885861004,10155.79963441909,10316.267874908357,10512.988517554779,10713.645552248927,10901.920480065677,10998.057695488083,11409.55369356692,11538.923666255287,541.1905168316792,-82,10058.355650218798,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-09,44526.17353512234,44835.75171014585,45863.8577234871,46096.15015886571,46368.475450432205,46800.510936119455,47170.84506670958,47465.349966626425,47643.11865246932,48513.2814418604,48953.79114288662,1086.7767007396594,-81,45994.84845835042,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-09,7463.033856023482,7688.139020032443,8239.575248870513,8351.638895818243,8535.75683350645,8760.670380269361,8996.320713999907,9181.1131746079,9298.022512,9811.171623542245,9996.242953655941,640.7432558596499,-81,8607.413929965976,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-09,13491.510502632753,13660.51119105125,14105.480903914618,14209.46468199457,14354.713359793997,14558.656238754653,14743.34346824022,14875.511227317047,14967.023895843924,15332.655333530922,15457.196788349693,511.2273838536908,-81,14282.584606268963,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-09,12168.881446414522,12344.548042966971,12765.273804606339,12877.198684307861,13040.198518300878,13261.40039338926,13494.174059387478,13647.435645248946,13721.648685792024,14145.268381215748,14315.64230491828,550.3758785624664,-81,12852.373329845732,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-09,9184.729921881486,9296.854085108725,9759.039420900406,9832.727047223014,9975.79352115421,10184.167056935825,10416.067495520427,10580.696487874928,10664.965559289965,11083.25399104898,11237.693445943738,543.3451896373464,-81,10252.476592269746,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-10,44966.20232136951,45301.272071636595,46127.968061022046,46312.71362619224,46710.39013429657,47112.12415192692,47513.902547022,47877.95215310633,48056.90995604397,49011.824514633416,49385.15805160049,1131.9091140953149,-80,47452.153552420954,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-10,7636.065728028874,7856.517870975776,8335.157099491533,8445.464980503659,8624.060612390791,8865.072570732958,9131.243027046108,9314.939218566673,9454.197092491526,9936.365715005551,10068.84421194558,637.6452946534419,-80,9569.331576853436,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-10,13993.281677240586,14147.2691260443,14518.844120090554,14615.570774223212,14769.8452014035,14950.145861499102,15175.136671840619,15318.762482039005,15401.84021990056,15796.883895346953,15963.557592705618,508.3933216750979,-80,15093.44507362802,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-10,11404.228341444265,11549.110368925005,11979.183701961781,12071.684015665094,12222.304915949278,12442.998545704206,12658.76338913041,12799.032484618394,12892.871411121272,13316.50937338545,13479.908722339085,541.0328153711727,-80,11735.212693778678,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-10,9768.905024087706,9918.736989574541,10360.275375293284,10446.598414957774,10616.96886960367,10841.420553473816,11048.5665272884,11191.597326227584,11283.432162137036,11766.878144821707,11864.506838162231,554.7572537808007,-80,11054.164208160824,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-11,46795.46151522924,47172.63339394503,47990.683608260326,48139.56793007375,48435.27475787995,48879.3944610131,49320.0014747651,49612.87043375637,49771.700818687445,50801.225607051834,51161.176974043796,1093.0323328282664,-79,49578.76129244071,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-11,8396.613065268979,8542.730808835435,9029.2345217618,9125.066571118608,9293.4059669261,9512.591578672906,9740.735450305745,9923.75194427514,10027.891342903406,10481.885229238853,10638.38625647391,588.8879749518082,-79,10202.229737266698,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-11,13965.57727181898,14122.132841850787,14549.918252218857,14618.236865619874,14741.47291211576,14941.608339137432,15126.332179397275,15273.132009602828,15353.32084232559,15774.505528232488,15936.356345439008,501.0918625867,-79,14944.62654132113,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-11,11357.78860294814,11487.907448293701,11940.452109863889,12026.800496514072,12157.435578282559,12346.80842613362,12556.775466563626,12683.457986252037,12782.745465769016,13262.34304684398,13405.056164528702,518.7218633675088,-79,12261.993703758802,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-11,11007.573292231727,11189.77819730237,11629.989679024606,11712.075953694271,11875.354301465515,12061.96389113813,12264.067810560568,12406.71530470446,12507.60502109035,12972.89284746452,13075.818212852937,536.2177885946728,-79,12169.911310094083,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-12,47523.390727780665,48070.0847453716,48980.45472446265,49169.39556168572,49498.059467874176,49944.154009712904,50326.47924116677,50638.07792486548,50816.54127651055,51559.181148984564,51930.32692474911,1099.416320550956,-78,49790.25608303179,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-12,9267.371563171775,9527.664825500953,10111.09358025872,10204.07197878121,10373.786220480803,10619.908569943294,10859.595743032329,11055.176259664888,11149.559136132431,11609.239275217791,11731.719351164478,621.66318294182,-78,10969.833857368896,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-12,13046.837457422984,13202.610064555114,13574.837973148946,13682.076879433393,13825.513957388985,14027.578453774982,14216.465306163138,14347.9241658706,14441.437684745486,14862.039410822528,15024.768021548532,512.0860383804659,-78,13868.071281650236,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-12,11642.483990004659,11820.527090477417,12296.66440231264,12391.034999838826,12559.772184958512,12778.475966381042,12979.81467274121,13122.364756917563,13237.330319682953,13704.290872058853,13868.607079985191,563.3104491021188,-78,12637.001863309886,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-12,11452.45672250088,11595.1911306637,12056.160267278237,12149.06561767173,12288.61285252785,12477.031470304253,12693.431248296969,12855.17959077969,12942.031463293066,13353.763197133936,13471.875285340662,530.437505549071,-78,12315.349080702768,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-13,46552.978948601834,47028.34351322701,47943.08062120314,48108.51936840206,48454.71186586803,48896.56956872406,49310.990210357326,49636.980298789,49831.9713893374,50688.59321689296,51131.70234827412,1153.4176479670357,-77,47881.3221904806,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-13,9649.485018380323,9807.070486355278,10365.471447849286,10452.292401598292,10635.867076962762,10904.064479203109,11149.993634726834,11344.936973752507,11455.981366407337,11954.782149508706,12105.79463866792,641.4677242084609,-77,10793.796319873692,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-13,12182.909396715087,12366.93278744436,12816.176524322047,12897.672118072314,13036.79663727271,13227.997401434472,13427.567390915072,13588.925245511859,13666.237970728242,14082.219020913777,14256.265087583777,520.7699439211179,-77,13385.303766858871,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-13,12402.860807521907,12533.835687127157,12994.140190397939,13085.435723913084,13242.429919794833,13452.031361645912,13639.872379054586,13813.291781419644,13903.149718059265,14375.363875020592,14528.980398425896,548.162996595022,-77,12990.117721172755,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-13,10258.29249578018,10412.177301595422,10849.137021668404,10942.065298643385,11067.156144510429,11281.138890561391,11522.76969590075,11666.673438985268,11739.391746688243,12151.59918084203,12415.614793316976,550.4571594847598,-77,10712.104382575282,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-14,45820.4670753088,46107.007604444414,47314.90863341759,47476.68785524028,47813.91201152868,48237.93737381496,48690.47968820973,48967.72324756637,49146.69434211309,50026.52650118296,50367.512995710524,1162.1343783706354,-76,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-14,9508.884003864354,9687.330812862281,10165.170214340254,10265.318584586312,10459.028417732803,10698.21260797547,10939.829029433717,11114.050117424467,11217.122265665383,11763.893898205744,11948.766641277713,634.8865418752084,-76,11004.07656239522,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-14,12162.032048708512,12295.745321947434,12765.895183425986,12844.297393051178,13024.37866710913,13240.405096989129,13433.31636010532,13577.467592145556,13646.190577892878,14049.45037302735,14195.791029699172,525.3382472714187,-76,13490.39898615948,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-14,12871.4477327957,13040.13093595572,13519.373877485912,13601.904887878532,13806.90600333893,14012.92284681243,14198.173686445474,14345.41822319413,14461.04221583549,14852.951818251402,15022.42640875644,554.3656437154501,-76,,False,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-14,9134.094926818381,9334.767883578244,9813.659754011218,9916.113411856386,10076.577874269155,10304.46212807351,10549.000503069485,10714.686054664857,10823.577881132414,11297.466559250553,11506.721161285373,595.3193315105574,-76,10103.13830348199,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-15,44593.40909720939,44907.61215114016,45887.37214172706,46089.8390678267,46419.4924723167,46859.847221845936,47291.61017896257,47572.22825499513,47757.37982631192,48698.118256969865,49129.38081143284,1122.105501330552,-75,45615.343259800386,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-15,8616.43489011257,8831.698132291847,9293.82648336984,9388.598951781098,9567.060231070222,9792.159163125802,10021.8642186288,10229.247841970613,10342.147033143065,10840.310914336837,11025.28499397057,619.7875469633377,-75,9315.364755727036,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-15,12669.831164489724,12788.32200527046,13220.749000478467,13299.14120205531,13440.121748315487,13652.608499388154,13847.713735308565,13991.513878886699,14095.11682699313,14511.578414696265,14700.466935196731,525.7102507279571,-75,14058.794046622452,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-15,12917.871014228824,13086.81596725543,13513.43195316082,13586.87717945746,13732.316886029552,13915.798654418395,14108.021442333957,14261.967271322053,14350.822287088029,14757.22702663142,14991.996472902043,512.7854952542502,-75,13269.370640132243,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-15,8401.616459153827,8569.676203678904,8985.144491463485,9062.441236258983,9242.385269173104,9452.943678697284,9695.908102923033,9862.86551640725,9944.75507565221,10385.829145496731,10551.806871741248,567.8401926201882,-75,8971.813817318653,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-16,43503.5596987934,44100.95436437737,45015.0903661312,45146.97292177051,45489.77026378517,45996.47957377552,46517.21595602897,46896.19995904225,47118.74023534416,48047.96958060501,48498.776746326665,1251.864181099896,-74,48086.285272096604,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-16,7619.110653796364,7833.340283505388,8394.526212820065,8484.066276423579,8708.792976714958,8953.287320075338,9225.219554447944,9404.530908963507,9475.75210924508,9973.749622515463,10158.808835108388,643.327529727661,-74,9066.490103567654,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-16,13592.489273901685,13720.239300193323,14136.486059178122,14226.895319661024,14388.797924970819,14576.129905465124,14776.854014691622,14916.52934825387,15006.761342623386,15446.606201124749,15644.84119589153,528.5074833726884,-74,15192.744355980773,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-16,12078.000289103884,12273.075329336498,12761.138810108072,12846.645573416992,13052.93900080575,13280.282210868843,13540.258373904895,13735.735934868178,13833.451564295372,14443.29225642345,14638.473796228702,649.2553726687911,-74,14357.413664649632,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-16,8019.944382300154,8240.254377137411,8716.437832547363,8804.096484130121,8979.699117389617,9193.107206434273,9438.098061293496,9601.699128112064,9689.374672878,10115.044512830085,10287.84298326487,580.71593610778,-74,9469.637147898547,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-17,44610.504724215665,45010.50972097186,45967.1492305907,46145.96683751661,46442.85665841111,46911.09882829657,47313.68913366791,47666.13577587859,47876.579602713005,48720.3419162279,49038.40655862031,1142.267418384089,-73,44836.353629076824,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-17,7880.775205132011,8132.407856483725,8599.820477504882,8699.323744378466,8886.046773658194,9135.560905350885,9399.461310251296,9558.464335476556,9678.90454824642,10207.215619623357,10439.99003093611,643.8406424837169,-73,8158.551933633239,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-17,14137.219047792749,14306.423223303604,14694.189438998228,14817.111923390117,14946.932641792191,15128.280798495409,15309.444114889464,15462.359448651217,15548.883445024197,15973.681262875065,16161.121311089317,508.1629898086184,-73,15295.842704340748,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-17,11470.41257969989,11654.69434576965,12136.791332967501,12277.119651069928,12444.088065901036,12707.839272472975,12946.037421986237,13162.447472200445,13255.76308616671,13698.726007470379,13984.806015617749,637.3174252072747,-73,12120.769241306796,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-17,8784.01293540129,8984.463052304047,9439.741131819876,9549.01897222709,9681.15290046647,9933.858597866802,10112.377342875388,10261.57009799937,10350.511402245416,10776.05229404881,10946.196920279928,553.1046696878061,-73,9261.189749796042,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-18,47274.28667901213,47676.160036176,48489.13398466847,48673.66050030381,48931.574313282545,49440.378883417914,49886.78595102712,50223.65022163542,50399.12230245342,51261.366830842264,51607.58614569551,1122.3381045278709,-72,49522.648939465034,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-18,8492.492662949675,8687.649364835976,9130.255917906165,9237.455600946443,9415.327281648986,9648.110579917746,9888.035155255688,10069.079420207967,10154.781688251973,10637.768864266272,10820.824629235676,596.6702608739521,-72,10032.433573857285,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-18,14022.71968458513,14158.549847239805,14577.904453854686,14651.769427151035,14817.470761211007,15048.293816959482,15241.59558143861,15376.868992230036,15438.303353294084,15877.429373973508,16032.94741601515,516.732084537511,-72,15092.052663625296,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-18,11473.391151714324,11603.897552744891,12082.779609328418,12168.87408580498,12357.679012072394,12613.937911492196,12858.939382106615,13062.276249698807,13177.109779486027,13689.355479472935,13887.329116897758,634.4108199041451,-72,12829.627259104736,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-18,11088.370970162674,11218.159872815666,11632.326316257086,11752.584519199927,11913.497192587094,12138.654068398562,12362.268935613798,12494.1903110875,12593.16579058943,13014.638238017138,13178.106697833857,548.2860141060602,-72,11568.535442877712,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-19,48090.18022587848,48452.62902062954,49405.943550755226,49587.809190719585,50005.61109746817,50423.74079332041,50890.75028187297,51236.30981773212,51432.82740730468,52559.23720201018,52850.81648231218,1223.762781494818,-71,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-19,9485.55789428455,9638.434548412533,10121.720324493515,10211.475124843611,10369.582333754624,10619.218272756356,10891.410599041035,11089.994005457012,11202.903401353977,11657.290422471278,11848.35376351112,628.4363745089395,-71,9834.456661459611,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-19,13082.678640637138,13240.048600103295,13686.780648986296,13769.85709324052,13942.72230114002,14167.692252932173,14381.119772124333,14531.084073435919,14630.441236528934,15050.794653620307,15220.14870776722,554.0499557330853,-71,13251.6339799399,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-19,12006.688734998948,12198.585977775827,12728.381222738491,12819.600171879305,12989.103570656398,13292.889085920784,13549.812050016375,13741.665074332697,13886.383042321871,14377.728044224004,14602.758771136685,666.7475439377527,-71,13710.184965034132,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-19,11271.936544878427,11459.230241407417,11931.3832121975,12013.00943933371,12155.536882387174,12353.451376745455,12540.351796095252,12691.065850703006,12774.331781630179,13228.749747154137,13373.448226668557,523.9329355999299,-71,,False,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-20,48514.33891296716,48883.99466662703,49821.6477780793,49987.73104370925,50277.76200808376,50699.46986279146,51129.42882932221,51453.81454333847,51660.98062141612,52549.62134600307,52804.91768962558,1114.7249597186853,-70,51043.18101072041,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-20,9678.533427969116,9878.249361741046,10279.436017189122,10399.357725702765,10563.288809726313,10831.808004194681,11074.70911952793,11281.583838309418,11375.50512949241,11864.234100904248,12006.197419021328,617.2950658535544,-70,10821.964372441198,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-20,12224.739713861873,12437.88264402653,12876.329900349949,12987.374529539054,13137.886012282548,13316.026676123045,13523.558252589413,13646.554096708747,13717.064507076157,14156.85091502117,14345.664633214861,522.4188305055056,-70,13163.300733567175,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-20,12972.691553459512,13169.089419461476,13691.24246037628,13785.759458081262,13992.715493320715,14205.86506204548,14419.135302961859,14574.120367932628,14662.12507204113,15099.610124955117,15290.199798656457,584.8421583355265,-70,14550.173785672096,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-12-20,11317.951976289283,11497.563436993414,11952.346553412088,12026.699673376213,12167.049183070287,12359.581043738533,12540.445511435586,12727.3361726617,12830.43275461199,13279.595299866423,13500.325815978476,540.7368578646535,-70,12507.742119039936,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-12-21,47952.193798814835,48272.880278094024,49231.23943471279,49429.51385460557,49715.932192581495,50155.889153393844,50629.93694251616,50956.39275822151,51160.17190982827,51997.775200693744,52448.51647576684,1140.572655528953,-69,50669.876681548005,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-12-21,9245.087426651457,9522.897235157638,10137.846638549498,10270.699417838438,10448.530894362504,10662.90622800923,10879.333296864972,11056.663257153601,11159.005555757562,11656.72411485145,11833.316001607158,647.2163133823877,-69,10251.0057288794,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-12-21,12226.117103998173,12400.802487568742,12863.232602081453,12950.67536632372,13086.834413045417,13267.396511492494,13465.663156162751,13613.545471356658,13680.709698628056,14113.436443152732,14316.278871859677,515.0996779309951,-69,13594.719032846198,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-12-21,13584.302601770622,13810.606264692571,14284.681461586504,14381.111094080597,14543.004671884753,14752.552495370199,15016.211392668854,15184.679241790847,15276.97893287303,15734.743511919736,15898.970409185507,586.3475139673823,-69,15466.39893836343,True,2025-02-28_hurricane
